caseNumber,steps,temperature,intensityOfUse,humidity,productionVolume,treatment
59,48,6.815155673,17.58222907,25.32125804,1783.27931,1
59,49,13.35933572,11.13392481,28.88464795,1975.481579,0
60,0,5.154069283,6.353336683,18.05770116,1978.446683,0
60,1,3.541952753,14.96958113,25.24939763,1800,1
60,2,3.02915014,8.325274483,22.76060822,1987.367577,0
60,3,5.216844715,12.58426125,22.20145966,1962.499812,0
60,4,12.47379717,1.686336184,17.85527653,1935.338192,0
60,5,15.28500612,14.6294057,30.46391741,1909.880712,0
60,6,19.02072304,12.53249509,13.08132214,1728.770467,1
60,7,8.117913127,9.029021459,21.02380869,1763.232468,1
60,8,8.78892283,8.788555026,22.49150186,1794.656706,1
60,9,1.992496864,12.78885773,26.81270912,1961.900577,0
60,10,8.026614044,6.434072089,29.56694831,1788.377205,1
60,11,4.800493959,8.570304802,18.88352256,1973.090473,0
60,12,2.863718506,12.8502156,27.36907796,1788.408135,1
60,13,10.54161662,8.462511022,20.14038285,1968.717177,0
60,14,4.08821973,7.008941399,21.26446764,1959.643432,0
60,15,8.412183654,12.79873595,20.90165916,1793.110919,1
60,16,7.169436243,6.257408388,17.1583554,1971.982655,0
60,17,4.322683369,5.89816033,24.48154935,1799.826173,1
60,18,17.79460685,15.36522005,15.29456014,1979.885534,0
60,19,14.91169394,10.9140608,13.14600833,1974.810651,0
60,20,1.324394773,13.07742602,29.09323344,1961.156356,0
60,21,4.202756154,5.337623836,23.51609444,1794.041591,1
60,22,10.53709354,7.171619087,20.5436782,1800,1
60,23,1.375585787,8.346635541,24.61794756,1980.414889,0
60,24,17.17732206,7.063048878,20.69575493,1961.439451,0
60,25,9.905272949,11.17980935,16.71778469,1947.58591,0
60,26,-0.124175323,8.226661467,23.69613657,1921.718587,0
60,27,8.131600623,14.20523285,26.15053649,1751.330218,1
60,28,12.43752314,4.553224736,9.790188432,1915.175615,0
60,29,6.223249245,8.370358524,20.22401436,1743.062113,1
60,30,22.22775501,12.03346183,23.79121626,1768.526977,1
60,31,7.128418155,13.09374586,21.7360923,1793.914168,1
60,32,9.367202046,6.294512513,15.27807204,1963.711289,0
60,33,15.36269273,2.262031199,15.97363224,1946.872672,0
60,34,17.47864801,9.743220456,20.18357747,1923.978922,0
60,35,6.446184197,8.800157337,15.11219688,1767.320879,1
60,36,14.27440891,9.769875675,12.57775125,1798.672762,1
60,37,12.12869039,13.36257831,25.68977722,1800,1
60,38,13.38273328,3.027695973,17.82960636,1986.129583,0
60,39,8.906585303,7.913184855,31.98953328,1800,1
60,40,14.05590487,6.922220826,6.550804619,1981.79435,0
60,41,9.791572234,8.25940009,18.85527165,1800,1
60,42,13.81391288,1.48111634,5.971881457,1800,1
60,43,12.79751813,12.50806519,26.4914441,1800,1
60,44,13.1194331,7.8599486,12.86935208,1995.783718,0
60,45,2.46916172,11.26277087,30.50126813,1800,1
60,46,10.07107901,9.995656497,24.0116805,1983.448425,0
60,47,14.3277149,12.6028545,15.62784159,1967.961409,0
60,48,13.64821257,7.428837892,21.43052251,1800,1
60,49,15.50337694,9.15786177,19.54808028,1983.549467,0
61,0,17.30051324,12.17105772,10.40598487,1995.139636,0
61,1,11.4928549,9.521844783,15.93621133,1984.918175,0
61,2,10.05540861,8.902565866,15.15931318,1969.881718,0
61,3,3.971817058,7.809753696,22.25071317,1952.994006,0
61,4,12.34111124,9.423785509,11.0972338,1776.767484,1
61,5,16.51846587,11.49769986,14.71371796,1962.024528,0
61,6,9.985143962,12.12652364,27.44775361,1794.478379,1
61,7,5.032888621,5.971826831,21.60285347,1800,1
61,8,6.760354185,3.270517647,18.69324765,1800,1
61,9,3.891428647,6.662010586,20.10657124,1800,1
61,10,8.01636089,10.67142907,18.27543607,1800,1
61,11,13.14991174,9.306458965,26.68351769,1976.85921,0
61,12,5.681369895,9.814037686,16.87075314,1963.044064,0
61,13,13.28940548,12.24091875,18.75424615,1929.741214,0
61,14,11.27790678,12.45137078,16.40703735,1746.865715,1
61,15,13.06533646,11.86640887,23.0092567,1755.761298,1
61,16,9.768845035,9.137845528,16.32304354,1938.600769,0
61,17,11.29436516,11.88590621,31.13731664,1775.293986,1
61,18,6.034591147,6.246597188,22.49743073,1945.494842,0
61,19,19.30084643,4.298523677,7.512823676,1938.313124,0
61,20,9.733676662,14.97172769,18.5689616,1927.537486,0
61,21,2.99431726,7.094682665,17.89430502,1758.936285,1
61,22,17.77231891,7.307179824,22.4640614,1778.522403,1
61,23,13.24428134,12.27465921,18.79935423,1949.32769,0
61,24,14.13356992,9.485473427,14.7578221,1770.667586,1
61,25,10.48010319,15.93726136,22.07060589,1779.962645,1
61,26,7.332653085,6.092840914,16.97790285,1800,1
61,27,13.41791769,9.082765907,18.94539952,1979.666039,0
61,28,23.83422708,7.769265276,17.33847235,1800,1
61,29,15.43266532,6.975469394,13.68991361,1983.412228,0
61,30,2.19413699,11.01984753,23.00813702,1796.759641,1
61,31,24.11388606,7.486383325,9.171000501,1984.043403,0
61,32,8.773600646,10.549294,13.66713725,1800,1
61,33,5.981118759,8.993749198,15.17923357,1979.517465,0
61,34,11.50623363,8.426568768,20.29163908,1970.810236,0
61,35,7.974230289,11.0921388,29.13029342,1800,1
61,36,7.634690427,9.772099675,23.52316842,1968.905379,0
61,37,-3.194913945,4.602043968,17.90277728,1941.25841,0
61,38,11.30668525,3.023369985,23.3123483,1758.856892,1
61,39,9.689471828,5.723443486,29.90170621,1789.268434,1
61,40,9.454476866,9.690910932,14.05177979,1968.750419,0
61,41,14.24089141,8.196642119,24.58938566,1947.064247,0
61,42,10.66346194,6.626864601,22.41472167,1790.967845,1
61,43,10.75032618,6.064594465,17.23604844,1977.518772,0
61,44,8.020962906,8.232228163,15.38744536,1954.114423,0
61,45,14.12289506,10.28072807,20.21742647,1776.716857,1
61,46,7.363848822,9.297948479,23.61808803,1790.050465,1
61,47,7.152649488,9.445640092,19.21254975,1800,1
61,48,2.777971533,11.28443907,19.98814429,1979.132088,0
61,49,5.450823709,14.61063391,24.56721685,1960.325592,0
62,0,9.136843103,7.06996913,19.74172002,1984.199392,0
62,1,7.342384787,5.592987643,23.63581109,1938.781946,0
62,2,13.62658052,12.40990156,12.25498782,1753.643999,1
62,3,-1.83276295,11.43450377,20.32660562,1778.643577,1
62,4,13.47351025,9.398053081,10.6869312,1793.3639,1
62,5,4.721886856,5.179845753,16.1020387,1978.239764,0
62,6,3.390935066,11.77688428,28.78916293,1957.41765,0
62,7,10.55313209,10.91667027,30.97912258,1785.250771,1
62,8,7.427346347,10.06230171,15.77906323,1800,1
62,9,16.85013862,10.20670902,27.91281819,1990.088477,0
62,10,7.851217027,9.315072504,25.92351433,1959.782367,0
62,11,11.60342895,6.332040721,19.2269568,1773.743212,1
62,12,16.65925612,4.871117047,18.13808403,1961.53875,0
62,13,13.24940759,9.826301162,20.10524027,1931.513573,0
62,14,17.82549313,12.21580637,12.74908822,1915.759615,0
62,15,9.543357585,0.312500487,19.07704651,1890.460451,0
62,16,8.621607261,11.77581298,29.83555112,1887.374024,0
62,17,9.549334049,7.24441083,16.9124161,1704.147384,1
62,18,10.83975915,8.853399766,17.0406394,1871.418484,0
62,19,7.211443539,8.756957107,21.62447919,1858.270077,0
62,20,16.82962425,7.177964024,8.05873447,1826.346695,0
62,21,9.159875204,1.60530408,11.33587901,1803.282888,0
62,22,12.00046456,7.639514219,17.36924066,1792.532129,0
62,23,16.64934232,9.068818127,16.10503081,1629.525462,1
62,24,7.013039518,12.30859484,26.8048429,1782.095335,0
62,25,9.779821148,7.382443135,31.23676443,1622.250016,1
62,26,6.762176924,10.04363328,32.88241292,1644.197907,1
62,27,15.92532885,5.654581541,16.11253415,1821.872231,0
62,28,13.9150762,8.177357964,15.90090781,1811.33205,0
62,29,18.0254659,9.679861109,15.91205696,1656.116856,1
62,30,10.35357927,0.815441246,17.17091573,1814.471904,0
62,31,9.918332501,13.63090233,19.27578726,1671.305812,1
62,32,10.28904833,13.79277871,20.1522611,1669.177178,1
62,33,16.03570574,6.910136766,7.5998166,1691.072114,1
62,34,-3.257431284,9.606894309,30.70593329,1721.842535,1
62,35,23.80262396,8.079672682,14.92839969,1903.886149,0
62,36,4.452559102,10.86833018,12.43808126,1885.60249,0
62,37,11.59937321,9.395059267,18.40174789,1726.405897,1
62,38,1.497422562,5.059846699,21.85590969,1757.26202,1
62,39,22.31495497,9.570551473,22.8789313,1778.540236,1
62,40,12.43125956,7.712230848,12.93163495,1965.042393,0
62,41,6.949422523,4.508433451,18.17238984,1952.182738,0
62,42,18.99531185,7.365601511,21.15637381,1781.956789,1
62,43,13.49183277,11.49080721,13.55454206,1970.77732,0
62,44,12.93311429,8.329515576,21.16415406,1949.707261,0
62,45,3.786520355,10.48269973,24.86606873,1930.106612,0
62,46,13.34098481,12.61602119,22.70055633,1894.540662,0
62,47,5.544436594,14.77731527,26.58720132,1726.13693,1
62,48,12.94824617,10.54490606,19.43206672,1751.580654,1
62,49,9.951622595,10.68327006,23.39439232,1765.329799,1
63,0,11.02318171,6.098968608,13.83587622,1800,1
63,1,-0.049243609,14.16239498,27.16295093,1984.157309,0
63,2,18.38413206,7.664893324,14.79356248,1800,1
63,3,11.71616952,8.584458958,20.89349298,1800,1
63,4,6.241058466,3.85287941,21.32716308,1800,1
63,5,18.23031645,7.445897874,16.11620908,1800,1
63,6,17.13550103,7.661891771,22.44196196,1984.982822,0
63,7,18.5765848,8.944436406,20.27783763,1975.247125,0
63,8,2.929502817,17.59700375,24.65607544,1800,1
63,9,5.709338445,1.531559387,20.38075215,1989.538674,0
63,10,-3.57441067,10.5424209,25.55811957,1962.806289,0
63,11,8.744198968,8.845284748,19.07152843,1951.330938,0
63,12,7.539842326,8.994525523,19.21179079,1930.889779,0
63,13,12.28189712,7.995102658,17.47802079,1761.992124,1
63,14,16.39458689,9.140651724,18.54495045,1788.555355,1
63,15,11.35521072,4.748174775,12.09452383,1967.117644,0
63,16,5.152000561,12.4632556,29.02309515,1930.672335,0
63,17,18.71845927,7.269558144,15.44203892,1918.063111,0
63,18,12.03373776,14.46241725,25.26167926,1907.896814,0
63,19,12.03634179,8.241864444,20.7692229,1747.388722,1
63,20,13.28589952,12.19660829,15.55004656,1777.916408,1
63,21,3.383740567,8.993296176,25.90048456,1963.728927,0
63,22,6.604326723,7.400702387,23.05003781,1941.774804,0
63,23,3.427600801,6.613449506,25.15084943,1934.170876,0
63,24,4.4244513,7.397847674,29.56737846,1906.507996,0
63,25,15.42879565,5.879247563,13.58140837,1897.076359,0
63,26,4.988449945,9.84408973,24.54596869,1886.375889,0
63,27,10.02295978,5.804868542,18.47302178,1865.606452,0
63,28,6.115380506,6.485476601,14.21333359,1710.509089,1
63,29,5.134324441,11.42600638,23.03884538,1869.946397,0
63,30,15.13034153,11.23334642,14.64882758,1857.53203,0
63,31,10.02710713,7.832228268,19.47015373,1681.699263,1
63,32,15.56575357,10.26057296,21.25946265,1700.512587,1
63,33,6.321243672,7.683769977,20.55891962,1730.409324,1
63,34,16.88398114,7.653488697,16.31459036,1911.933265,0
63,35,11.09845003,10.8388728,21.0512131,1740.72461,1
63,36,8.162220848,10.04149259,14.91752105,1742.565205,1
63,37,1.444238077,8.147578438,29.70532548,1912.207274,0
63,38,2.804819611,6.546800417,17.59935322,1754.09582,1
63,39,25.35407216,1.980980584,9.7652418,1760.342294,1
63,40,16.55394,14.98223073,16.34124525,1789.414674,1
63,41,1.026387942,8.466309115,16.62856537,1800,1
63,42,12.86687154,5.662151035,11.7368585,1800,1
63,43,17.55520405,7.848831114,19.32447879,1800,1
63,44,14.03788001,13.06713259,20.11629646,1800,1
63,45,19.74537976,8.738461953,23.83806948,1989.955442,0
63,46,8.642548771,7.617286386,18.23759647,1800,1
63,47,8.117060321,11.0689241,14.73200365,1800,1
63,48,18.88495777,9.611704917,12.50820664,1975.698204,0
63,49,0.51327834,12.7168625,32.35960522,1800,1
64,0,7.204418467,7.799484678,16.69997652,1782.122089,1
64,1,6.683974213,8.169880667,23.74807403,1800,1
64,2,10.35531264,8.909582625,21.70474948,1800,1
64,3,3.908894407,11.65259675,22.9089787,1993.903734,0
64,4,9.102041397,12.41159039,24.90275297,1986.172159,0
64,5,8.59323243,6.907301248,20.04689046,1800,1
64,6,10.37474339,8.882609986,25.63740752,1800,1
64,7,14.15406078,8.422692665,23.13252031,1987.403328,0
64,8,6.99852049,9.642942689,19.5729452,1800,1
64,9,3.2034783,2.986123113,25.91907877,1986.712884,0
64,10,1.693008511,11.26701196,28.99622624,1964.877734,0
64,11,7.455203787,11.85305558,23.98539609,1800,1
64,12,13.22782069,9.793336404,20.89490977,1800,1
64,13,-7.322066895,10.3665195,28.15556028,1800,1
64,14,2.647531454,8.342355575,25.3163661,1984.917621,0
64,15,8.707185179,6.194785805,17.601168,1965.400521,0
64,16,8.591475741,8.44998042,14.75282396,1794.201644,1
64,17,19.21563405,6.647420032,16.75388317,1969.676145,0
64,18,15.41700103,9.518132204,17.5895701,1780.198897,1
64,19,19.65544844,5.087022502,7.048937301,1950.906449,0
64,20,5.992472779,11.37432369,20.27906341,1786.794518,1
64,21,10.83863683,9.070568259,20.10216485,1952.056858,0
64,22,14.48605401,7.328074091,9.783298115,1928.029506,0
64,23,14.73681696,17.17486859,29.23747751,1907.952717,0
64,24,10.8728745,6.915914437,18.4922651,1736.479031,1
64,25,8.632035474,10.68193009,26.55385414,1757.780512,1
64,26,14.80998691,14.59829593,19.72883694,1782.00407,1
64,27,14.53264953,8.200995508,14.89699425,1800,1
64,28,5.401020035,10.6098389,27.05963075,1991.092286,0
64,29,17.58303146,4.215463194,17.12274977,1800,1
64,30,7.587728836,8.283997981,21.49902441,1800,1
64,31,15.64332245,3.328886945,9.176604652,1800,1
64,32,9.414070602,7.818764411,19.28310015,1800,1
64,33,7.810549644,9.268929101,15.7969172,1800,1
64,34,10.19842984,7.72401442,18.8970658,1975.887364,0
64,35,12.39326126,11.4327088,22.17805253,1955.204401,0
64,36,8.344637142,8.597239546,23.47007208,1944.242937,0
64,37,13.25199771,7.835044914,17.04986912,1923.906752,0
64,38,6.988561449,8.435354521,16.7065043,1895.62122,0
64,39,9.615138693,9.449490078,21.48264553,1870.513873,0
64,40,11.77655966,10.78209393,14.41308368,1715.10441,1
64,41,9.380545535,8.275285797,17.45578712,1714.797735,1
64,42,8.23805217,11.01064027,22.06312089,1895.585645,0
64,43,8.759026299,10.88117713,20.62458461,1886.389918,0
64,44,17.86254126,9.562393516,16.57239814,1865.781721,0
64,45,12.40751845,11.92618042,26.83884746,1839.581346,0
64,46,7.597476412,13.83318763,28.41921107,1812.684773,0
64,47,13.57627258,9.271594995,19.21766892,1804.898819,0
64,48,11.13006988,12.12934668,13.70569841,1643.055345,1
64,49,5.862791504,5.583926039,24.82380568,1660.222285,1
65,0,14.97734565,4.672243646,17.39894917,1800,1
65,1,-7.370046673,10.56993276,26.40470144,1797.430077,1
65,2,10.45561715,14.05639957,20.9559999,1979.566022,0
65,3,12.44574063,10.65234427,13.95882159,1800,1
65,4,11.48899843,9.949225054,18.19353854,1982.606203,0
65,5,15.04851994,13.22330676,29.0177802,1800,1
65,6,5.890261853,8.963317482,19.98897488,1800,1
65,7,11.18246003,10.64830582,18.16752779,1800,1
65,8,9.123007333,10.04562006,18.4833667,1800,1
65,9,4.136084087,8.360760705,27.48550753,1983.329701,0
65,10,18.62525222,2.962719452,14.2459186,1800,1
65,11,11.4319876,5.200761473,20.60421565,1800,1
65,12,12.11226023,8.637406525,20.08959925,1955.674342,0
65,13,14.02716806,9.859826479,16.94241802,1794.379686,1
65,14,10.94390488,6.972570365,12.72556424,1977.480376,0
65,15,7.252824313,6.223280682,21.71074764,1964.665649,0
65,16,6.220225224,11.40878003,24.85389084,1800,1
65,17,11.33861043,8.607483285,24.92556813,1800,1
65,18,12.10539758,4.437503972,29.45656816,1800,1
65,19,5.180805127,11.35318873,16.02091486,1978.600502,0
65,20,6.921449949,4.307992991,21.77650514,1800,1
65,21,7.058851588,8.010178233,13.26056708,1969.105501,0
65,22,6.312851665,7.972526811,15.1685897,1797.050736,1
65,23,17.8879807,8.292276023,14.48300795,1982.643706,0
65,24,3.204756901,7.594697158,20.8231971,1800,1
65,25,5.704339026,14.59222427,31.63970117,1987.678351,0
65,26,7.78603964,13.00371718,21.4797065,1973.914321,0
65,27,6.816501964,9.305456935,20.07105866,1939.931369,0
65,28,11.49544075,12.8178211,18.26118217,1742.847376,1
65,29,9.351021313,8.921081634,24.31220719,1909.897814,0
65,30,7.386208681,10.84637277,25.59853644,1899.391686,0
65,31,3.279046312,11.09444696,24.98312444,1881.083831,0
65,32,20.9701377,7.848012558,18.88266873,1707.190106,1
65,33,15.27372151,4.519652143,15.77986506,1880.289509,0
65,34,8.781710781,7.337199694,27.7688125,1859.16623,0
65,35,20.13086387,5.674512045,9.679856712,1683.074881,1
65,36,7.788516208,7.954178394,20.04275608,1844.820171,0
65,37,10.73574296,10.71844034,19.68970738,1836.908859,0
65,38,8.766636222,3.745257307,15.54624133,1659.128087,1
65,39,13.32019646,13.54370648,14.41380411,1683.790906,1
65,40,12.70089806,10.09947783,17.91874867,1856.287909,0
65,41,5.940883128,10.38926497,22.08179468,1838.907156,0
65,42,15.24292419,2.929780532,18.64009949,1826.811623,0
65,43,17.86962619,5.003349395,14.89170346,1685.4507,1
65,44,12.85064846,11.42939635,20.18239118,1693.74323,1
65,45,2.471823719,14.73165982,16.85147804,1856.81525,0
65,46,9.827496443,6.582621352,23.61859083,1842.002541,0
65,47,4.374852017,7.382317194,21.32002989,1682.986604,1
65,48,13.2155198,11.01287169,21.92223865,1856.322604,0
65,49,3.697472943,6.462515712,17.02311288,1686.255488,1
66,0,13.98955667,5.138099243,15.32851561,1800,1
66,1,0.275684467,9.773050168,23.23306257,1967.745184,0
66,2,17.37368219,12.90879901,24.05446956,1944.0354,0
66,3,18.50753607,4.03128293,13.56786998,1778.068231,1
66,4,13.49028423,9.668895308,26.27112056,1793.212753,1
66,5,12.293564,13.74970655,25.20513036,1800,1
66,6,6.504899375,8.680840788,23.41032854,1978.557677,0
66,7,17.17549682,5.068174885,13.31802652,1941.762626,0
66,8,13.38212879,9.36694508,16.87535378,1766.101258,1
66,9,9.66335124,11.98809813,17.60233335,1944.208371,0
66,10,11.00380714,4.852278711,23.62356742,1909.026684,0
66,11,10.16726068,10.32666422,18.43002744,1733.889471,1
66,12,13.88020932,11.29152325,21.41840622,1744.482523,1
66,13,17.71622584,14.07396465,20.45593654,1771.537128,1
66,14,10.14810026,10.14110231,16.06808716,1957.47562,0
66,15,14.82951662,12.62826724,17.54447003,1941.883783,0
66,16,7.272427573,7.97103356,15.26673195,1916.748762,0
66,17,13.12169177,4.960194589,16.79579341,1744.930593,1
66,18,5.047632527,7.170398457,25.38524056,1776.258989,1
66,19,17.62799727,9.782973207,16.1873064,1800,1
66,20,12.52779356,12.72107262,29.04154187,1800,1
66,21,7.580667793,8.54090084,13.79654038,1987.061588,0
66,22,6.588992041,8.158813994,23.27089434,1800,1
66,23,3.946432705,9.052097175,23.20533772,1983.50846,0
66,24,12.67914255,12.21774005,20.81662542,1800,1
66,25,11.68668917,12.39493601,25.1426756,1991.66871,0
66,26,18.71447322,4.889786714,10.75598188,1976.652173,0
66,27,13.42594263,10.49009849,21.16680095,1970.824617,0
66,28,13.495708,10.17427295,26.07880146,1798.602,1
66,29,10.81940953,5.984545489,13.08156273,1970.239289,0
66,30,10.53736972,11.76330943,19.24469633,1799.819069,1
66,31,12.32143444,9.412225602,23.56622169,1963.151225,0
66,32,13.85387931,11.69960856,19.63994264,1797.42642,1
66,33,2.077614057,11.38350832,16.02444017,1972.949296,0
66,34,3.96475406,14.76920968,21.27141499,1918.026656,0
66,35,15.16727234,12.84917466,21.12419328,1896.974779,0
66,36,8.324176652,10.36596503,15.03263988,1876.952301,0
66,37,2.729859678,9.506854091,28.08997312,1861.536825,0
66,38,12.54455129,13.22913346,24.08868817,1713.435496,1
66,39,7.736945689,12.54233075,16.40233542,1895.505763,0
66,40,8.779090603,7.885552077,14.72937158,1881.540229,0
66,41,8.939175925,18.46261548,32.25957156,1706.172278,1
66,42,11.49578189,5.792138577,8.032425072,1876.631338,0
66,43,1.692578332,11.69795159,23.16696673,1849.228374,0
66,44,16.24084007,1.341966205,15.84089244,1676.534067,1
66,45,6.521368837,10.0100034,12.727282,1697.705418,1
66,46,7.351265693,13.69794244,27.03898239,1858.107007,0
66,47,7.842327933,9.847188993,18.20481318,1827.750267,0
66,48,5.682428991,13.20344392,21.48175813,1798.753567,0
66,49,9.656477046,8.320503204,19.51578371,1648.480758,1
67,0,9.479353027,4.844521644,12.05210389,1956.256187,0
67,1,5.712247916,9.941168615,21.74279845,1780.724953,1
67,2,11.58013375,7.12807516,11.08984451,1946.709962,0
67,3,5.288546544,8.506409589,20.59945764,1912.403885,0
67,4,11.42837218,11.47207101,17.97204542,1745.335191,1
67,5,6.217641413,8.778039541,25.87704852,1741.042843,1
67,6,3.596593027,8.993099157,31.85620387,1907.676305,0
67,7,7.354907108,11.42583096,16.52664835,1736.109281,1
67,8,11.42728106,14.58501262,28.21672246,1769.910525,1
67,9,5.15494472,4.431111258,16.685326,1929.696228,0
67,10,12.56236827,1.24258773,11.0909205,1759.797448,1
67,11,23.3491808,11.00381806,18.95377559,1932.232156,0
67,12,11.69184636,9.396103237,18.16541267,1904.987233,0
67,13,15.37922751,11.35273859,20.69319911,1714.422235,1
67,14,16.33443574,8.933684166,24.61199501,1887.000114,0
67,15,-0.915415926,10.99577853,24.00689868,1730.003618,1
67,16,11.31492397,11.02023259,20.89632851,1908.178162,0
67,17,12.01688712,12.83945248,28.7035197,1894.444667,0
67,18,0.053644755,7.797676686,32.19563809,1742.33684,1
67,19,5.625423134,11.5550132,25.49910579,1761.667464,1
67,20,0.405684214,7.026140251,24.54848702,1946.721784,0
67,21,14.34059947,8.237574936,15.85180114,1774.566575,1
67,22,10.36843519,9.400769724,18.20950871,1953.455509,0
67,23,12.80437046,16.71443115,27.35264118,1765.834828,1
67,24,8.151996964,12.27161327,21.73324245,1949.766663,0
67,25,16.2193657,7.934544609,22.17923196,1782.049146,1
67,26,8.079694344,3.961510725,21.43204367,1965.362145,0
67,27,10.19706242,7.696202628,15.06149324,1944.047201,0
67,28,6.125699984,8.556806958,19.91220398,1932.748621,0
67,29,0.234609142,14.82093568,26.71836108,1758.856518,1
67,30,13.45285601,12.82559622,21.89753644,1776.235129,1
67,31,15.0587438,11.90573723,8.922687182,1800,1
67,32,9.785583991,8.125467507,14.88638479,1800,1
67,33,14.8117219,9.337107462,13.40276616,1987.113131,0
67,34,12.94892346,5.375070165,14.52382485,1974.212639,0
67,35,2.35853481,9.404268972,23.21972805,1794.317097,1
67,36,7.414782215,10.47284038,24.04459516,1800,1
67,37,6.513979627,14.95435195,24.97997354,1800,1
67,38,6.043338982,5.700253149,14.12408264,1800,1
67,39,7.369291953,12.00681924,17.44922422,1800,1
67,40,12.33544565,8.713646306,14.12911397,1993.840592,0
67,41,20.06719486,8.517639341,17.50485497,1800,1
67,42,14.16669083,11.20670445,15.12506037,1800,1
67,43,17.32009152,11.90438028,21.4170044,1985.047166,0
67,44,7.244368815,10.37275095,24.31872935,1965.610669,0
67,45,13.5034617,9.217332613,13.24063256,1956.123676,0
67,46,13.90221634,7.565957985,20.80803725,1935.732358,0
67,47,6.614390954,9.007772873,28.23410559,1778.11995,1
67,48,5.184262084,9.004556001,16.40563017,1800,1
67,49,11.64653798,11.93180681,12.69500685,1800,1
68,0,3.113080244,8.558864853,21.78817045,1800,1
68,1,15.80318812,11.23014994,20.92447676,1971.156028,0
68,2,5.380372513,6.533540463,22.20825382,1800,1
68,3,8.246662849,7.406925158,13.82198428,1985.869712,0
68,4,7.176198699,9.631363548,24.04685793,1800,1
68,5,7.727243319,8.785059848,20.94016062,1800,1
68,6,10.53675897,9.800958572,19.21653076,1800,1
68,7,5.691965139,9.608353177,12.14283936,1800,1
68,8,10.76118387,11.08210095,23.45933678,1800,1
68,9,8.459945055,10.63786902,26.01899612,1986.505725,0
68,10,5.849614192,4.868859606,16.85131092,1974.491785,0
68,11,7.770777389,8.40934311,26.17215038,1800,1
68,12,2.599687031,12.90856402,32.17293427,1986.598316,0
68,13,6.04330726,6.922586884,20.55759179,1800,1
68,14,12.48637504,11.53287397,22.57891989,1800,1
68,15,13.24601799,7.657746527,23.38102457,1978.480329,0
68,16,7.991136713,10.40899654,13.37023558,1782.659506,1
68,17,12.30494861,13.76479801,22.24930166,1966.724103,0
68,18,5.122469996,9.402914657,17.58263489,1960.592094,0
68,19,7.270034906,10.37134546,24.10171917,1791.956774,1
68,20,10.14233685,6.696189697,19.09966426,1800,1
68,21,10.46323389,7.978263293,18.8276805,1800,1
68,22,4.83692637,10.46757247,21.83128196,1983.854583,0
68,23,6.032783431,9.031841569,22.90406941,1954.323414,0
68,24,15.52360076,8.728220929,16.50086036,1933.807696,0
68,25,14.42284153,6.938903919,23.2129709,1922.621872,0
68,26,11.1513058,7.215677085,14.05482603,1899.958246,0
68,27,12.06812523,2.815906907,10.37882157,1732.215634,1
68,28,8.007510613,5.847102907,15.60716435,1908.602416,0
68,29,11.9550465,5.332308998,17.7043545,1738.618884,1
68,30,7.643209096,8.278523747,17.8405104,1739.631908,1
68,31,16.0025671,9.164642466,21.31900381,1913.947468,0
68,32,3.638435645,14.08698739,26.66898365,1757.403981,1
68,33,10.95464984,5.157542015,19.51172007,1777.698544,1
68,34,9.236568913,8.349813785,18.4882937,1947.115937,0
68,35,14.10571418,9.572717386,16.89846871,1781.764122,1
68,36,14.06297871,8.716873595,17.27683865,1788.116693,1
68,37,10.92462498,1.147120314,10.01116556,1974.259739,0
68,38,11.52774743,12.59358314,21.92380305,1800,1
68,39,15.34638997,8.269736552,19.9334868,1989.499215,0
68,40,23.77103775,10.87831905,8.745499802,1800,1
68,41,14.1041869,9.154115548,22.0711094,1800,1
68,42,13.8973406,5.49655265,10.39814215,1953.103178,0
68,43,1.043833294,9.270224617,28.60980847,1787.009798,1
68,44,17.06086545,12.00231241,28.95408044,1798.650632,1
68,45,19.47978574,5.453465733,20.24104084,1972.051508,0
68,46,7.599026532,7.219623405,25.01157762,1788.228639,1
68,47,11.80721815,5.964061454,13.01873347,1970.200156,0
68,48,8.677379094,6.077981452,14.74453552,1949.494275,0
68,49,20.8837525,14.76910534,16.62492501,1927.595275,0
69,0,10.93208987,7.397943079,10.63293244,1980.241649,0
69,1,11.04514956,10.19146,22.23251114,1800,1
69,2,5.79393784,2.163807357,19.5412283,1800,1
69,3,16.78976077,9.224048477,17.95684944,1800,1
69,4,7.020019531,10.29263184,29.281262,1992.043922,0
69,5,10.85964909,10.608309,19.191363,1979.44904,0
69,6,6.480425905,14.00458129,26.89330221,1939.268368,0
69,7,17.76184257,11.08053482,6.912082563,1777.385745,1
69,8,20.98385135,5.034557651,9.961329944,1967.51815,0
69,9,2.96032582,16.29140739,30.25377455,1786.191791,1
69,10,9.454901881,13.82524075,23.83457256,1966.884917,0
69,11,21.3152773,6.674453753,22.12033258,1942.067793,0
69,12,11.56378944,9.120781523,25.13499678,1910.592394,0
69,13,8.437287665,8.061705837,20.58095578,1746.171733,1
69,14,13.89754706,7.272459037,20.88398185,1923.199834,0
69,15,-2.183609481,11.0689945,29.91465645,1760.472071,1
69,16,1.997139211,9.015102593,24.09209662,1781.018419,1
69,17,0.709354127,13.02557046,29.95718534,1962.967415,0
69,18,11.74884956,7.413670084,12.80959634,1798.179564,1
69,19,3.277034939,13.49126381,16.27935175,1800,1
69,20,16.76266308,10.80213479,12.62170117,1973.514347,0
69,21,15.51345328,9.773364079,14.19171251,1795.498432,1
